id	audio	duration_ms	n_frames	tgt_text	speaker	tgt_lang	src_text
train-34	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-34_16k.wav:4501:276203	15360	276203	<triplet> Vyacheslav Chornovil <subj> Ukrainian Popular Rukh <obj> Work	2	en	( Text ) <entity> Vyacheslav Chornovil </entity> , leader of the <entity> Ukrainian Popular Rukh </entity> , intends to run for the presidency in the <entity> 26 June , 1994 </entity> elections , officials in the <entity> Rukh press </entity> service told <entity> INTERFAX-Ukraine </entity> .
train-35	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-35_16k.wav:4500:334572	17752	334572	<triplet> Slavko Mestrovic <subj> Croatian People 's Party <obj> Work	2	en	<entity> Slavko Mestrovic </entity> , secretary of the <entity> Croatian People 's Party </entity> , welcomes the deceleration in the case if it leads toward a just peace , the reintegration of the occupied Croatian territories , the return of the refugees to their homes , and the cessation of the war .
train-36	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-36_16k.wav:4499:113773	5515	113773	<triplet> Port Arther <subj> Texas. <obj> Locate <triplet> Galveston <subj> Texas. <obj> Locate	2	en	CDT Tuesday in the area of <entity> Port Arther </entity> and <entity> Galveston </entity> , <entity> Texas. </entity>
train-37	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-37_16k.wav:4499:329197	15546	329197	<triplet> George Tompkins <subj> KAL <obj> Work	2	en	<entity> KAL </entity> attorney <entity> George Tompkins </entity> countered that the main evidence in the case is a line drawn by <entity> Soviet </entity> officials on a map showing an off-course <entity> Flight 007 </entity> flying for several hours over Russian airspace hundreds of miles to the west of its planned route.
train-39	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-39_16k.wav:4511:201313	6003	201313	<triplet> Jack Ruby <subj> Oswald <obj> Kill	2	en	<entity> Jack Ruby </entity> bought the revolver for $62.50 in a <entity> Dallas </entity> gun shop and used it to shoot <entity> Oswald </entity> two days after <entity> Kennedy </entity> was assassinated.
train-41	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-41_16k.wav:4500:209004	10902	209004	<triplet> Robert Ford <subj> Jesse James <obj> Kill	2	en	In 1882 , the notorious outlaw <entity> Jesse James </entity> was shot to death in <entity> St. Joseph , Mo. </entity> , by <entity> Robert Ford </entity> , a member of his own gang .
train-42	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-42_16k.wav:4499:193645	9857	193645	<triplet> Robert Bernero <subj> NRC <obj> Work	2	en	<entity> Robert Bernero </entity> , chief of waste disposal for the <entity> NRC </entity> , said the shafts would be ` ` the first major holes to be dug into the <entity> Yucca Mountain </entity> formation. ' '
train-43	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-43_16k.wav:4499:274285	12063	274285	<triplet> Datuk Sri Dr. Mahathir <subj> Malaysia <obj> Live	2	en	<entity> Datuk Sri Dr. Mahathir </entity> said the two leaders had invited him to make an official visit to <entity> South Africa </entity> and he also had extended invitations to the two to make a similar visit to <entity> Malaysia </entity> .
train-44	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-44_16k.wav:4500:50412	2055	50412	<triplet> AP <subj> SAN FRANCISCO <obj> Base	2	en	<entity> SAN FRANCISCO </entity> ( <entity> AP </entity> )
train-45	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-45_16k.wav:4500:53484	2241	53484	<triplet> ITAR-TASS <subj> Moscow <obj> Base	2	en	<entity> Moscow </entity> <entity> ITAR-TASS </entity>
train-47	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-47_16k.wav:4505:213607	10948	213607	<triplet> Woodrow Wilson <subj> Virginia <obj> Live	2	en	True , <entity> Woodrow Wilson </entity> was born in <entity> Virginia </entity> , but he won his political fame as governor of <entity> New Jersey </entity> , so he hardly counted as a <entity> Southerner </entity> in political terms .
train-48	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-48_16k.wav:4501:129515	6258	129515	<triplet> Gerald Schwartz. <subj> Miami Beach <obj> Live	2	en	` ` You can count it on your fingertips , ' ' said veteran <entity> Miami Beach </entity> political <entity> Gerald Schwartz. </entity>
train-49	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-49_16k.wav:4500:367212	19215	367212	<triplet> Lee Harvey Oswald <subj> President Kennedy <obj> Kill <subj> Dallas Police Officer J.D. Tippit. <obj> Kill	2	en	Not content with that major error , the <entity> Journal </entity> editorial illustrated a lack of understanding of the overwhelming evidence in the <entity> Warren Commission Report </entity> proving that <entity> Lee Harvey Oswald </entity> was the lone gunman who killed <entity> President Kennedy </entity> and who 45 minutes later killed <entity> Dallas Police Officer J.D. Tippit. </entity>
train-50	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-50_16k.wav:4502:250474	12922	250474	<triplet> Prince Ranariddh <subj> Cambodia <obj> Live <subj> Phnom Penh government <obj> Work <triplet> Phnom Penh government <subj> Cambodia <obj> Base	2	en	Meanwhile , on a separate occasion , <entity> Prince Ranariddh </entity> , first prime of <entity> Cambodia </entity> , reiterated the <entity> Phnom Penh government </entity> 's wish to open a Cambodian Embassy in <entity> Jakarta </entity> as soon as possible .
train-55	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-55_16k.wav:4507:111845	5538	111845	<triplet> Betsy Ross <subj> Philadelphia <obj> Live	2	en	In 1752 , flagmaker <entity> Betsy Ross </entity> was born in <entity> Philadelphia </entity> .
train-56	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-56_16k.wav:4501:120683	6328	120683	<triplet> GSA Depot <subj> Davisville <obj> Locate <subj> R.I. <obj> Locate <triplet> Davisville <subj> R.I. <obj> Locate <triplet> Mineral Wells <subj> Texas <obj> Locate	2	en	<entity> GSA Depot </entity> , <entity> Davisville </entity> , <entity> R.I. </entity> ; and <entity> Mineral Wells </entity> , <entity> Texas </entity> .
train-58	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-58_16k.wav:4499:196333	9996	196333	<triplet> Sirhan <subj> Kennedy <obj> Kill	2	en	<entity> Kennedy </entity> had just won <entity> California </entity> 's Democratic presidential primary when <entity> Sirhan </entity> shot him in <entity> Los Angeles </entity> on <entity> June </entity> 5 , 1968 .
train-63	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-63_16k.wav:4500:187116	8650	187116	<triplet> Denver <subj> Colorado <obj> Locate	2	en	In <entity> Colorado </entity> , <entity> 13 inches </entity> of snow in <entity> Denver </entity> Wednesday prompted officials to close Interstate 270 temporarily .
train-64	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-64_16k.wav:4499:182125	10438	182125	<triplet> Edward Marks <subj> Montgomery County Democratic Party <obj> Work	2	en	<entity> Edward Marks </entity> , an official with the <entity> Montgomery County Democratic Party </entity> , argued that if <entity> Ms. Toth </entity> is not interested in the job , ` ` she should get out. .. .
train-66	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-66_16k.wav:4499:200173	9927	200173	<triplet> St. Nicholas Hospital <subj> Gosforth <obj> Base <subj> England <obj> Base <triplet> Gosforth <subj> England <obj> Locate	2	en	He said he only learned his father was a war-stress patient at <entity> St. Nicholas Hospital </entity> in <entity> Gosforth </entity> in northeast <entity> England </entity> after he died <entity> two years </entity> ago .
train-67	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-67_16k.wav:4501:32363	5956	32363	<triplet> ROYAL OAK <subj> Mich . <obj> Locate	2	en	<entity> ROYAL OAK </entity> , <entity> Mich . </entity>
train-69	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-69_16k.wav:4501:175211	8487	175211	<triplet> Kenneth Compton. <subj> Coast Guard <obj> Work	2	en	The <entity> Coast Guard </entity> rescued seven people from a sinking shrimp boat near the <entity> Sabine Pass station </entity> , said station chief <entity> Kenneth Compton. </entity>
train-70	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-70_16k.wav:4500:315756	16336	315756	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	2	en	Most of the work conducted by the <entity> Warren Commission </entity> , which concluded that <entity> Lee Harvey Oswald </entity> acted alone in the <entity> Kennedy </entity> slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .
train-71	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-71_16k.wav:4500:101484	5027	101484	<triplet> George Gershwin <subj> New York <obj> Live	2	en	In 1898 , composer <entity> George Gershwin </entity> was born in <entity> New York </entity> .
train-72	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-72_16k.wav:4500:305772	16034	305772	<triplet> Marvin Feuerwerger <subj> Washington Institute for Near East Policy <obj> Work	2	en	" <entity> U.S. </entity> decision-makers should understand that the signals they send today will have major ramifications for the Israeli approach to the Arrow program , " says <entity> Marvin Feuerwerger </entity> in a <entity> 1991 </entity> study for the <entity> Washington Institute for Near East Policy </entity> .
train-77	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-77_16k.wav:4502:148330	8394	148330	<triplet> Mrs. Cicippio <subj> Beirut. <obj> Live <triplet> American Embassy <subj> Beirut. <obj> Locate	2	en	` ` Please don 't execute him , please , ' ' said <entity> Mrs. Cicippio </entity> , who works at the <entity> American Embassy </entity> in east <entity> Beirut. </entity>
train-78	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-78_16k.wav:4499:251245	11993	251245	<triplet> Lee Harvey Oswald <subj> President Kennedy <obj> Kill	2	en	Many of the first visitors to a new museum at the former <entity> Texas School Book Depository </entity> went directly to the sixth-floor spot where <entity> Lee Harvey Oswald </entity> allegedly fired the shots that killed <entity> President Kennedy </entity> .
train-79	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-79_16k.wav:4500:61164	2798	61164	<triplet> BELGRADE <subj> Yugoslavia <obj> Locate <triplet> AP <subj> BELGRADE <obj> Base <subj> Yugoslavia <obj> Base	2	en	<entity> BELGRADE </entity> , <entity> Yugoslavia </entity> ( <entity> AP </entity> )
train-80	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-80_16k.wav:4500:294636	14733	294636	<triplet> Kenneth Earl Millikan <subj> Peter J. Martinelli <obj> Kill	2	en	A <entity> Placerville </entity> jury <entity> Wednesday </entity> convicted <entity> Highway </entity> 50 sniper <entity> Kenneth Earl Millikan </entity> of killing <entity> Bay Area Rapid Transit District </entity> employee <entity> Peter J. Martinelli </entity> , the son-in-law of <entity> BART Director Nello Bianco. </entity> ;
train-81	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-81_16k.wav:4500:178284	8766	178284	<triplet> Mrs. Vogt <subj> Akron ,Ohio <obj> Live	2	en	<entity> Mrs. Vogt </entity> was born in <entity> Akron ,Ohio </entity> , when <entity> Ulysses S. Grant </entity> was president , and spent much of her life there .
train-82	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-82_16k.wav:4500:222444	12156	222444	<triplet> Ms. Barrow <subj> High Island <obj> Live	2	en	Chantal knocked out power on <entity> High Island </entity> shortly after <entity> 7 a.m. </entity> , but the few businesses in town remained open , including a grocery where <entity> Ms. Barrow </entity> was on duty.
train-83	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-83_16k.wav:4503:305769	15035	305769	<triplet> George Lucas <subj> Modesto <obj> Live	2	en	Following the plot of the 1973 film ` ` American <entity> Graffiti </entity> , ' ' directed by <entity> Modesto </entity> native <entity> George Lucas </entity> , high school seniors 15 years ago established <entity> Graffiti Night </entity> on the first <entity> Saturday </entity> after graduation .
train-84	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-84_16k.wav:4507:303077	15337	303077	<triplet> William Leonard Jennings <subj> Stephen <obj> Kill	2	en	<entity> William Leonard Jennings </entity> sobbed loudly as he appeared in a magistrates court in <entity> West Yorkshire </entity> and was charged with killing his 3-year-old son , <entity> Stephen </entity> , who was last seen alive on <entity> Dec. </entity> 12 , 1962 .
train-86	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-86_16k.wav:4499:225517	12713	225517	<triplet> Chapman <subj> John Lennon <obj> Kill	2	en	Before I became ` The man who murdered <entity> John Lennon </entity> , ' I was basically a decent person , ' ' <entity> Chapman </entity> said from his isolation cell at <entity> Attica </entity> state prison , where he is serving 20 years to life.
train-87	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-87_16k.wav:4506:232806	11227	232806	<triplet> STOCKTON-ON-TEES <subj> England <obj> Locate <triplet> AP <subj> STOCKTON-ON-TEES <obj> Base <subj> England <obj> Base <triplet> Michael Minns <subj> STOCKTON-ON-TEES <obj> Live <subj> England <obj> Live <subj> AP <obj> Work	2	en	<entity> STOCKTON-ON-TEES </entity> , <entity> England </entity> ( <entity> AP </entity> ) _ <entity> Michael Minns </entity> received <entity> $160 , 000 </entity> from the father he never knew and thought was killed in <entity> World War II </entity> .
train-88	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-88_16k.wav:4501:32363	1521	32363	<triplet> EFE <subj> Madrid <obj> Base	2	en	<entity> Madrid </entity> <entity> EFE </entity>
train-89	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-89_16k.wav:4503:259689	13178	259689	<triplet> Booth <subj> Lincoln <obj> Kill	2	en	<entity> Lee </entity> 's surrender of the <entity> Army </entity> of <entity> Northern Virginia </entity> had virtually ended the war by that time , but <entity> Booth </entity> thought he could save the South by killing <entity> Lincoln </entity> , said <entity> Tidwell </entity> , a retired <entity> CIA </entity> officer .
train-91	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-91_16k.wav:4500:388716	19865	388716	<triplet> Drazen Budisa <subj> Croatian Social Liberal Party <obj> Work	2	en	The most vociferous , but also the most categorical , has been <entity> Drazen Budisa </entity> , chairman of the strongest opposition party , the <entity> Croatian Social Liberal Party </entity> ( HSLS ) : " There is no justification for a policy that seeks an ally in the aggressor , while seeking an enemy in the other victim of the aggression .
train-94	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-94_16k.wav:4501:104555	5283	104555	<triplet> Edgar Allan Poe <subj> Boston <obj> Live	2	en	In 1809 , author <entity> Edgar Allan Poe </entity> was born in <entity> Boston </entity> .
train-96	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-96_16k.wav:4504:192488	11947	192488	<triplet> Michael Holtcamp <subj> Huntsville <obj> Live <subj> Alabama <obj> Live <triplet> Huntsville <subj> Alabama <obj> Locate	2	en	As <entity> Michael Holtcamp </entity> , the manager of the project , based in <entity> Huntsville </entity> , <entity> Alabama </entity> , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .
train-97	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-97_16k.wav:4499:98797	4354	98797	<triplet> W. Dale Nelson <subj> The Associated Press <obj> Work	2	en	<entity> W. Dale Nelson </entity> covers the <entity> White House </entity> for <entity> The Associated Press </entity> .
train-98	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-98_16k.wav:4500:277356	13758	277356	<triplet> Lee Harvey Oswald <subj> President Kennedy <obj> Kill	2	en	It is known that <entity> President Boris Yeltsin </entity> , in his meeting with <entity> Bill Clinton </entity> , gave him certain official documents on the <entity> Lee Harvey Oswald </entity> case , who as you know was officially recognized as the man who killed <entity> President Kennedy </entity> .
train-99	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-99_16k.wav:4500:256236	13178	256236	<triplet> Supreme Court <subj> Canada <obj> Base	2	en	Tensions have increased in the predominantly French-speaking province since December , when the <entity> Supreme Court </entity> of <entity> Canada </entity> ruled that a provincial law requiring all signs to be only in French was unconstitutional .
train-100	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-100_16k.wav:4501:170603	9648	170603	<triplet> Ray <subj> King <obj> Kill	2	en	<entity> Ray </entity> is being held in <entity> Tennessee </entity> 's <entity> Brushy Mountain State Prison </entity> on a 99-year sentence for the <entity> April </entity> 4 , 1968 , slaying of <entity> King </entity> .
train-101	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-101_16k.wav:4505:459367	24254	459367	<triplet> Centro Nacional de Microelectronica <subj> Barcelona <obj> Base	2	en	Artificial Limbs Will Be Controlled by Nerve Impulses " ; first paragraph is an introduction ) ( Text ) Wednesday , <entity> 10 Nov 93 </entity> ( HANDELSBLATT ) --Scientists at <entity> Centro Nacional de Microelectronica </entity> ( <entity> CNM </entity> ) in <entity> Barcelona </entity> are working on the development of a new chip that , implanted in the human body , can receive nerve impulses and forward them to various parts of the body .
train-102	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-102_16k.wav:4376:27496	1684	27496	<triplet> AFP <subj> Paris <obj> Base	2	en	<entity> Paris </entity> <entity> AFP </entity>
train-105	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-105_16k.wav:4500:134892	7349	134892	<triplet> Henry Ford <subj> Dearborn Township , Mich <obj> Live	2	en	In 1863 , American automaker <entity> Henry Ford </entity> was born in <entity> Dearborn Township , Mich </entity> .
train-106	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-106_16k.wav:4500:208236	9996	208236	<triplet> Elvis Presley <subj> Tupelo , Miss <obj> Live	2	en	Today 's <entity> Highlight </entity> in History : On <entity> Jan. </entity> 8 , 1935 , rock-and-roll legend <entity> Elvis Presley </entity> was born in <entity> Tupelo , Miss </entity> .
train-107	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-107_16k.wav:4499:98797	3007	98797	<triplet> ADDIS ABABA <subj> Ethiopia <obj> Locate	2	en	<entity> ADDIS ABABA </entity> , <entity> Ethiopia </entity> ( <entity> AP </entity> )
train-108	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-108_16k.wav:4502:204394	11831	204394	<triplet> Sirhan B. Sirhan <subj> Kennedy <obj> Kill	2	en	After the assassination of <entity> Robert F. Kennedy </entity> , <entity> Davis </entity> appeared in court to testify that <entity> Kennedy </entity> 's assassin , <entity> Sirhan B. Sirhan </entity> , was competent to stand trial .
train-109	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-109_16k.wav:4499:114157	5631	114157	<triplet> Babe Ruth <subj> Baltimore <obj> Live	2	en	In 1895 , baseball legend <entity> Babe Ruth </entity> was born in <entity> Baltimore </entity> .
train-110	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-110_16k.wav:4500:134892	7071	134892	<triplet> NASA <subj> U.S. <obj> Base	2	en	In addition to the specialists , <entity> NASA </entity> said the mission crew will include five members of the <entity> U.S. </entity> astronaut corps .
train-111	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-111_16k.wav:4500:229356	11877	229356	<triplet> Leroy Ivy <subj> Lee County Circuit Judge Thomas Gardner III. <obj> Kill <triplet> John Henry Ivy <subj> Lee County Circuit Judge Thomas Gardner III. <obj> Kill	2	en	<entity> Leroy Ivy </entity> of <entity> Oxford </entity> and his brother <entity> John Henry Ivy </entity> of <entity> Tupelo </entity> were indicted this month on a charge of conspiracy to murder <entity> Lee County Circuit Judge Thomas Gardner III. </entity>
train-112	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-112_16k.wav:4503:203241	10414	203241	<triplet> Madonna <subj> Bay City , Mich. <obj> Live	2	en	As a real native <entity> Detroiter </entity> , I want to remind everyone that <entity> Madonna </entity> is from <entity> Bay City , Mich. </entity> , a nice place in the thumb of the state 's lower peninsula .
train-114	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-114_16k.wav:4501:37355	1684	37355	<triplet> AFP <subj> Paris <obj> Base	2	en	<entity> Paris </entity> <entity> AFP </entity>
train-115	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-115_16k.wav:4501:172523	9718	172523	<triplet> Andrew Stephens <subj> Eaglebrook Plastics <obj> Work	2	en	` ` There is a great demand for recovered plastic , but the material has to be clean , ' ' said <entity> Andrew Stephens </entity> , president of <entity> Eaglebrook Plastics </entity> .
train-118	SpeechRE/IWSLT/Datasets/conll04/audio/train/train-118_16k.wav:4499:200557	11413	200557	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	2	en	The <entity> Warren Commission </entity> determined that <entity> Lee Harvey Oswald </entity> fired a high-powered rifle at <entity> Kennedy </entity> from the sixth floor of the building where he worked on <entity> Nov. </entity> 22 , 1963 .
